row_id,column,value
8227,rate,3
8234,rate,9
8246,rate,6
8270,rate,5
8305,rate,5
8346,rate,2
8348,rate,3
8363,rate,3
8410,rate,5
8430,rate,6
8456,rate,6
8528,rate,5
8536,rate,3
8540,rate,5
8544,rate,6
8554,rate,5
8590,rate,5
8603,rate,6
8626,rate,5
8627,rate,6
8649,rate,6
8655,rate,5
8673,rate,5
8686,rate,9
8690,rate,5
8694,rate,6
8707,rate,6
8724,rate,6
8735,rate,9
8741,rate,5
8761,rate,3
8774,rate,9
8778,rate,5
8784,rate,5
8794,rate,9
8829,rate,6
8848,rate,3
8858,rate,9
8885,rate,6
8897,rate,5
8909,rate,3
8921,rate,3
8950,rate,6
8954,rate,3
8959,rate,5
8962,rate,5
8964,rate,6
9014,rate,3
9044,rate,6
9048,rate,5
9067,rate,3
9069,rate,6
9100,rate,6
9101,rate,9
9107,rate,9
9113,rate,6
9117,rate,3
9143,rate,6
9157,rate,5
9197,rate,6
9240,rate,5
9261,rate,5
9264,rate,5
9298,rate,6
9312,rate,3
9349,rate,6
9373,rate,3
9449,rate,6
9450,rate,5
9478,rate,9
9498,rate,6
9526,rate,3
9541,rate,5
9545,rate,6
9553,rate,5
9595,rate,3
9613,rate,9
9617,rate,5
9624,rate,5
9661,rate,5
9667,rate,5
9668,rate,9
9672,rate,9
9682,rate,9
9685,rate,6
9795,rate,3
9808,rate,5
9813,rate,9
9822,rate,5
9836,rate,9
9875,rate,6
9884,rate,3
9889,rate,9
9904,rate,9
9933,rate,9
9937,rate,3
9945,rate,6
9958,rate,9
9968,rate,9
9982,rate,3
9987,rate,6
9993,rate,9
10006,rate,9
10092,rate,6
10096,rate,5
10111,rate,5
10120,rate,5
10134,rate,6
10148,rate,5
10154,rate,9
10155,rate,3
10176,rate,9
10178,rate,2
10190,rate,6
10210,rate,3
10220,rate,5
10227,rate,9
10240,rate,5
10284,rate,3
10325,rate,5
10395,rate,5
10409,rate,6
10412,rate,9
10417,rate,5
10427,rate,5
10459,rate,6
10546,rate,9
10553,rate,3
10574,rate,5
10586,rate,5
10623,rate,6
10636,rate,3
10638,rate,3
10644,rate,5
10656,rate,1
10666,rate,6
10671,rate,6
10709,rate,5
10745,rate,3
10771,rate,6
10778,rate,9
10837,rate,6
10863,rate,6
10886,rate,6
10904,rate,6
10909,rate,5
10926,rate,3
10930,rate,6
10933,rate,6
10935,rate,3
10946,rate,9
10959,rate,6
10967,rate,5
10973,rate,6
10975,rate,6
10982,rate,6
11001,rate,6
11013,rate,5
11024,rate,3
11033,rate,9
11056,rate,2
11072,rate,3
11118,rate,6
11135,rate,9
11160,rate,9
11164,rate,5
11185,rate,5
11210,rate,9
11252,rate,9
11264,rate,5
11272,rate,5
11279,rate,5
11285,rate,6
11296,rate,9
11301,rate,6
11421,rate,3
11466,rate,9
11486,rate,5
11493,rate,5
11507,rate,9
11509,rate,6
11513,rate,3
11526,rate,9
11536,rate,6
11578,rate,5
11588,rate,6
11591,rate,6
11603,rate,5
11605,rate,3
11630,rate,3
11652,rate,9
11671,rate,6
11718,rate,3
11725,rate,5
11734,rate,3
11772,rate,5
11784,rate,9
11788,rate,5
11790,rate,5
11811,rate,5
11865,rate,5
11879,rate,6
11897,rate,9
11914,rate,6
11917,rate,2
11921,rate,6
11980,rate,6
12008,rate,6
12051,rate,5
12061,rate,9
12072,rate,3
12074,rate,5
12098,rate,3
12108,rate,5
12120,rate,2
12132,rate,6
12159,rate,9
12193,rate,5
12196,rate,2
12213,rate,6
12226,rate,6
12232,rate,3
12233,rate,5
12234,rate,9
12238,rate,6
12246,rate,6
12261,rate,3
12263,rate,5
12272,rate,5
12276,rate,6
12303,rate,6
12353,rate,9
12374,rate,3
12399,rate,5
12410,rate,3
12417,rate,5
12462,rate,5
12515,rate,6
12551,rate,5
12552,rate,3
12574,rate,5
12590,rate,3
12598,rate,5
12610,rate,6
12654,rate,5
12659,rate,5
12662,rate,5
12674,rate,3
12678,rate,6
12737,rate,5
12741,rate,6
12744,rate,6
12759,rate,5
12772,rate,6
12778,rate,9
12787,rate,6
12791,rate,9
12810,rate,3
12816,rate,6
12834,rate,3
12871,rate,5
12937,rate,5
12951,rate,5
12959,rate,9
12972,rate,6
13003,rate,6
13004,rate,3
13023,rate,5
13025,rate,5
13034,rate,3
13055,rate,6
13078,rate,6
13084,rate,9
13090,rate,6
13092,rate,6
13102,rate,5
13103,rate,5
13112,rate,6
13122,rate,3
13144,rate,6
13163,rate,6
13165,rate,5
13185,rate,6
13188,rate,6
13196,rate,6
13227,rate,5
13241,rate,5
13256,rate,3
13262,rate,5
13279,rate,6
13289,rate,6
13328,rate,3
13356,rate,6
13384,rate,5
13385,rate,6
13390,rate,3
13401,rate,3
13465,rate,3
13471,rate,6
13486,rate,5
13495,rate,5
13498,rate,2
13536,rate,9
13548,rate,6
13550,rate,5
13554,rate,5
13585,rate,6
13598,rate,9
13621,rate,5
13656,rate,6
13680,rate,9
13689,rate,6
13698,rate,5
13709,rate,3
13712,rate,5
13732,rate,6
13756,rate,3
13765,rate,9
13776,rate,6
13781,rate,9
13787,rate,6
13795,rate,3
13814,rate,6
13823,rate,2
13855,rate,6
13856,rate,9
13882,rate,1
13913,rate,3
13924,rate,3
13927,rate,9
13980,rate,9
13983,rate,9
13986,rate,6
13991,rate,5
14001,rate,5
14039,rate,5
14040,rate,3
14063,rate,5
14086,rate,3
14090,rate,6
14107,rate,5
14116,rate,5
14132,rate,5
14142,rate,6
14161,rate,5
14177,rate,6
14187,rate,6
14190,rate,3
14234,rate,3
14251,rate,5
14258,rate,5
14266,rate,6
14284,rate,6
14328,rate,5
14333,rate,9
14348,rate,6
14364,rate,3
14448,rate,9
14472,rate,6
14482,rate,5
14512,rate,6
14542,rate,6
14557,rate,5
14590,rate,5
14591,rate,5
14617,rate,5
14643,rate,5
14655,rate,9
14663,rate,3
14673,rate,9
14720,rate,9
14722,rate,9
14737,rate,3
14761,rate,9
14781,rate,5
14810,rate,9
14827,rate,6
14849,rate,6
14867,rate,6
14872,rate,5
14889,rate,9
14922,rate,5
14924,rate,5
14956,rate,6
14976,rate,6
14979,rate,3
15003,rate,3
15040,rate,5
15051,rate,3
15061,rate,3
15067,rate,5
15141,rate,6
15161,rate,3
15162,rate,5
15236,rate,9
15238,rate,5
15242,rate,6
15251,rate,5
15258,rate,3
15279,rate,6
15283,rate,6
15352,rate,5
15363,rate,5
15371,rate,9
15410,rate,3
15428,rate,6
15450,rate,3
15515,rate,5
15524,rate,9
15533,rate,9
15560,rate,3
15594,rate,5
15619,rate,6
15635,rate,3
15650,rate,6
15653,rate,5
15661,rate,9
15672,rate,5
15716,rate,3
15720,rate,5
15726,rate,5
15752,rate,6
15795,rate,3
15808,rate,6
15809,rate,3
15830,rate,9
15838,rate,9
15851,rate,5
15854,rate,3
15874,rate,6
15921,rate,9
15937,rate,3
15950,rate,6
15959,rate,6
16010,rate,9
16022,rate,5
16031,rate,3
16039,rate,5
16082,rate,5
16096,rate,9
16110,rate,9
16117,rate,9
16129,rate,3
16148,rate,9
16156,rate,6
16240,rate,9
16252,rate,5
16277,rate,6
16280,rate,9
16290,rate,3
16311,rate,3
16367,rate,5
16373,rate,9
16394,rate,9
16396,rate,6
16400,rate,5
16434,rate,5
16438,rate,3
16450,rate,5
16458,rate,5
16492,rate,3
16500,rate,9
16515,rate,3
16549,rate,9
16564,rate,3
16566,rate,5
16575,rate,6
16583,rate,5
16587,rate,6
16603,rate,6
16610,rate,3
16619,rate,5
16621,rate,3
16643,rate,6
16671,rate,5
16696,rate,6
16712,rate,5
16719,rate,9
16736,rate,3
16738,rate,9
16743,rate,5
16750,rate,3
16761,rate,5
16769,rate,6
16793,rate,9
16798,rate,5
16856,rate,3
16869,rate,9
16877,rate,3
16883,rate,6
16925,rate,9
16939,rate,6
16986,rate,5
16988,rate,5
16998,rate,6
17004,rate,5
17042,rate,6
17060,rate,5
17079,rate,5
17098,rate,6
17100,rate,3
17117,rate,3
17121,rate,6
17122,rate,3
17141,rate,6
17164,rate,5
17245,rate,3
17256,rate,6
17286,rate,5
17288,rate,5
17356,rate,5
17357,rate,6
17371,rate,9
17385,rate,2
17386,rate,5
17400,rate,5
17402,rate,6
17413,rate,9
17421,rate,5
17425,rate,6
17448,rate,9
17454,rate,6
17470,rate,6
17498,rate,3
17518,rate,5
17547,rate,6
17550,rate,3
17603,rate,5
17614,rate,5
17623,rate,3
17651,rate,6
17657,rate,5
17696,rate,6
17702,rate,6
17703,rate,5
17708,rate,6
17711,rate,6
17727,rate,5
17730,rate,5
17745,rate,9
17766,rate,9
17769,rate,5
17772,rate,6
17777,rate,5
17803,rate,6
17811,rate,6
17835,rate,5
17851,rate,6
17853,rate,5
17861,rate,6
17957,rate,6
17963,rate,5
18000,rate,9
18015,rate,5
18043,rate,5
18055,rate,9
18065,rate,6
18096,rate,5
18115,rate,5
18121,rate,6
18145,rate,9
18171,rate,5
18193,rate,9
18246,rate,6
18307,rate,6
18333,rate,9
18371,rate,9
18391,rate,6
18455,rate,9
18477,rate,3
18482,rate,6
18484,rate,6
18490,rate,5
18502,rate,6
18511,rate,3
18544,rate,5
18554,rate,9
18570,rate,6
18580,rate,6
18600,rate,5
18627,rate,9
18647,rate,6
18664,rate,5
18686,rate,6
18690,rate,9
18726,rate,9
18737,rate,5
18741,rate,5
